Mod:Item:MetaData, Localized Name
forestry:humus:0, Humus
forestry:resources:0, Apatite Ore
forestry:resources:1, Copper Ore
forestry:resources:2, Tin Ore
forestry:resource_storage:0, Block of Apatite
forestry:resource_storage:1, Block of Copper
forestry:resource_storage:2, Block of Tin
forestry:resource_storage:3, Block of Bronze
forestry:ash_brick:0, Ash Bricks
forestry:ash_stairs:0, Ash Brick Stairs
forestry:engine_peat:0, Peat-fired Engine
forestry:engine_biogas:0, Biogas Engine
forestry:engine_clockwork:0, Clockwork Engine
forestry:database:0, Database
forestry:charcoal:0, Block of Charcoal
forestry:wood_pile:0, Wood Pile
forestry:wood_pile_decorative:0, Decorative Wood Pile
forestry:ash_block_0:0, Ash Block
forestry:ash_block_1:0, Ash Block
forestry:ash_block_2:0, Ash Block
forestry:ash_block_3:0, Ash Block
forestry:loam:0, Loam
forestry:worktable:0, Worktable
forestry:fluid.bio.ethanol, Ethanol
forestry:fluid.biomass, Biomass
forestry:fluid.glass, Liquid Glass
forestry:fluid.for.honey, Honey
forestry:fluid.ice, Crushed Ice
forestry:fluid.juice, Fruit Juice
forestry:fluid.milk, Milk
forestry:fluid.seed.oil, Seed Oil
forestry:fluid.short.mead, Short Mead
forestry:can, item.for.can.name
forestry:capsule, item.for.capsule.name
forestry:refractory, item.for.refractory.name
forestry:crate, Crate
forestry:bee_queen_ge:0, Forest Queen
forestry:bee_queen_ge:0, Meadows Queen
forestry:bee_queen_ge:0, Common Queen
forestry:bee_queen_ge:0, Cultivated Queen
forestry:bee_queen_ge:0, Noble Queen
forestry:bee_queen_ge:0, Majestic Queen
forestry:bee_queen_ge:0, Imperial Queen
forestry:bee_queen_ge:0, Diligent Queen
forestry:bee_queen_ge:0, Unweary Queen
forestry:bee_queen_ge:0, Industrious Queen
forestry:bee_queen_ge:0, Steadfast Queen
forestry:bee_queen_ge:0, Valiant Queen
forestry:bee_queen_ge:0, Heroic Queen
forestry:bee_queen_ge:0, Sinister Queen
forestry:bee_queen_ge:0, Fiendish Queen
forestry:bee_queen_ge:0, Demonic Queen
forestry:bee_queen_ge:0, Modest Queen
forestry:bee_queen_ge:0, Frugal Queen
forestry:bee_queen_ge:0, Austere Queen
forestry:bee_queen_ge:0, Tropical Queen
forestry:bee_queen_ge:0, Exotic Queen
forestry:bee_queen_ge:0, Edenic Queen
forestry:bee_queen_ge:0, Ender Queen
forestry:bee_queen_ge:0, Spectral Queen
forestry:bee_queen_ge:0, Phantasmal Queen
forestry:bee_queen_ge:0, Wintry Queen
forestry:bee_queen_ge:0, Icy Queen
forestry:bee_queen_ge:0, Glacial Queen
forestry:bee_queen_ge:0, Vindictive Queen
forestry:bee_queen_ge:0, Vengeful Queen
forestry:bee_queen_ge:0, Avenging Queen
forestry:bee_queen_ge:0, Rural Queen
forestry:bee_queen_ge:0, Farmerly Queen
forestry:bee_queen_ge:0, Agrarian Queen
forestry:bee_queen_ge:0, Marshy Queen
forestry:bee_queen_ge:0, Miry Queen
forestry:bee_queen_ge:0, Boggy Queen
forestry:bee_queen_ge:0, Monastic Queen
forestry:bee_queen_ge:0, Secluded Queen
forestry:bee_queen_ge:0, Hermitic Queen
forestry:bee_drone_ge:0, Forest Drone
forestry:bee_drone_ge:0, Meadows Drone
forestry:bee_drone_ge:0, Common Drone
forestry:bee_drone_ge:0, Cultivated Drone
forestry:bee_drone_ge:0, Noble Drone
forestry:bee_drone_ge:0, Majestic Drone
forestry:bee_drone_ge:0, Imperial Drone
forestry:bee_drone_ge:0, Diligent Drone
forestry:bee_drone_ge:0, Unweary Drone
forestry:bee_drone_ge:0, Industrious Drone
forestry:bee_drone_ge:0, Steadfast Drone
forestry:bee_drone_ge:0, Valiant Drone
forestry:bee_drone_ge:0, Heroic Drone
forestry:bee_drone_ge:0, Sinister Drone
forestry:bee_drone_ge:0, Fiendish Drone
forestry:bee_drone_ge:0, Demonic Drone
forestry:bee_drone_ge:0, Modest Drone
forestry:bee_drone_ge:0, Frugal Drone
forestry:bee_drone_ge:0, Austere Drone
forestry:bee_drone_ge:0, Tropical Drone
forestry:bee_drone_ge:0, Exotic Drone
forestry:bee_drone_ge:0, Edenic Drone
forestry:bee_drone_ge:0, Ender Drone
forestry:bee_drone_ge:0, Spectral Drone
forestry:bee_drone_ge:0, Phantasmal Drone
forestry:bee_drone_ge:0, Wintry Drone
forestry:bee_drone_ge:0, Icy Drone
forestry:bee_drone_ge:0, Glacial Drone
forestry:bee_drone_ge:0, Vindictive Drone
forestry:bee_drone_ge:0, Vengeful Drone
forestry:bee_drone_ge:0, Avenging Drone
forestry:bee_drone_ge:0, Rural Drone
forestry:bee_drone_ge:0, Farmerly Drone
forestry:bee_drone_ge:0, Agrarian Drone
forestry:bee_drone_ge:0, Marshy Drone
forestry:bee_drone_ge:0, Miry Drone
forestry:bee_drone_ge:0, Boggy Drone
forestry:bee_drone_ge:0, Monastic Drone
forestry:bee_drone_ge:0, Secluded Drone
forestry:bee_drone_ge:0, Hermitic Drone
forestry:bee_princess_ge:0, Forest Princess
forestry:bee_princess_ge:0, Meadows Princess
forestry:bee_princess_ge:0, Common Princess
forestry:bee_princess_ge:0, Cultivated Princess
forestry:bee_princess_ge:0, Noble Princess
forestry:bee_princess_ge:0, Majestic Princess
forestry:bee_princess_ge:0, Imperial Princess
forestry:bee_princess_ge:0, Diligent Princess
forestry:bee_princess_ge:0, Unweary Princess
forestry:bee_princess_ge:0, Industrious Princess
forestry:bee_princess_ge:0, Steadfast Princess
forestry:bee_princess_ge:0, Valiant Princess
forestry:bee_princess_ge:0, Heroic Princess
forestry:bee_princess_ge:0, Sinister Princess
forestry:bee_princess_ge:0, Fiendish Princess
forestry:bee_princess_ge:0, Demonic Princess
forestry:bee_princess_ge:0, Modest Princess
forestry:bee_princess_ge:0, Frugal Princess
forestry:bee_princess_ge:0, Austere Princess
forestry:bee_princess_ge:0, Tropical Princess
forestry:bee_princess_ge:0, Exotic Princess
forestry:bee_princess_ge:0, Edenic Princess
forestry:bee_princess_ge:0, Ender Princess
forestry:bee_princess_ge:0, Spectral Princess
forestry:bee_princess_ge:0, Phantasmal Princess
forestry:bee_princess_ge:0, Wintry Princess
forestry:bee_princess_ge:0, Icy Princess
forestry:bee_princess_ge:0, Glacial Princess
forestry:bee_princess_ge:0, Vindictive Princess
forestry:bee_princess_ge:0, Vengeful Princess
forestry:bee_princess_ge:0, Avenging Princess
forestry:bee_princess_ge:0, Rural Princess
forestry:bee_princess_ge:0, Farmerly Princess
forestry:bee_princess_ge:0, Agrarian Princess
forestry:bee_princess_ge:0, Marshy Princess
forestry:bee_princess_ge:0, Miry Princess
forestry:bee_princess_ge:0, Boggy Princess
forestry:bee_princess_ge:0, Monastic Princess
forestry:bee_princess_ge:0, Secluded Princess
forestry:bee_princess_ge:0, Hermitic Princess
forestry:bee_princess_ge:0, Arid Princess
forestry:bee_princess_ge:0, Barren Princess
forestry:bee_princess_ge:0, Desolate Princess
forestry:bee_princess_ge:0, Decomposing Princess
forestry:bee_princess_ge:0, Gnawing Princess
forestry:bee_princess_ge:0, Decaying Princess
forestry:bee_princess_ge:0, Skeletal Princess
forestry:bee_princess_ge:0, Creepy Princess
forestry:bee_princess_ge:0, Rocky Princess
forestry:bee_princess_ge:0, Tolerant Princess
forestry:bee_princess_ge:0, Robust Princess
forestry:bee_princess_ge:0, Resilient Princess
forestry:bee_princess_ge:0, Corroded Princess
forestry:bee_princess_ge:0, Tarnished Princess
forestry:bee_princess_ge:0, Rusty Princess
forestry:bee_princess_ge:0, Leaden Princess
forestry:bee_princess_ge:0, Galvanized Princess
forestry:bee_princess_ge:0, Impregnable Princess
forestry:bee_princess_ge:0, Invincible Princess
forestry:bee_princess_ge:0, Lustered Princess
forestry:bee_princess_ge:0, Glittering Princess
forestry:bee_princess_ge:0, Shining Princess
forestry:bee_princess_ge:0, Valuable Princess
forestry:bee_princess_ge:0, Lapis Princess
forestry:bee_princess_ge:0, Sodalite Princess
forestry:bee_princess_ge:0, Pyrite Princess
forestry:bee_princess_ge:0, Bauxite Princess
forestry:bee_princess_ge:0, Cinnabar Princess
forestry:bee_princess_ge:0, Sphalerite Princess
forestry:bee_princess_ge:0, Emerald Princess
forestry:bee_princess_ge:0, Ruby Princess
forestry:bee_princess_ge:0, Sapphire Princess
forestry:bee_princess_ge:0, Diamond Princess
forestry:bee_princess_ge:0, Unstable Princess
forestry:bee_princess_ge:0, Nuclear Princess
forestry:bee_princess_ge:0, Radioactive Princess
forestry:bee_princess_ge:0, Yellorium Princess
forestry:bee_princess_ge:0, Cyanite Princess
forestry:bee_princess_ge:0, Blutonium Princess
forestry:bee_princess_ge:0, Ancient Princess
forestry:bee_princess_ge:0, Primeval Princess
forestry:bee_princess_ge:0, Prehistoric Princess
forestry:bee_princess_ge:0, Relic Princess
forestry:bee_princess_ge:0, Fossilised Princess
forestry:bee_princess_ge:0, Resinous Princess
forestry:bee_princess_ge:0, Oily Princess
forestry:bee_princess_ge:0, Distilled Princess
forestry:bee_princess_ge:0, Refined Princess
forestry:bee_princess_ge:0, Tarry Princess
forestry:bee_princess_ge:0, Elastic Princess
forestry:bee_princess_ge:0, Water Princess
forestry:bee_princess_ge:0, River Princess
forestry:bee_princess_ge:0, Ocean Princess
forestry:bee_princess_ge:0, Stained Princess
forestry:bee_princess_ge:0, Growing Princess
forestry:bee_princess_ge:0, Farmed Princess
forestry:bee_princess_ge:0, Thriving Princess
forestry:bee_princess_ge:0, Blooming Princess
forestry:bee_princess_ge:0, Sweetened Princess
forestry:bee_princess_ge:0, Sugary Princess
forestry:bee_princess_ge:0, Ripening Princess
forestry:bee_princess_ge:0, Fruity Princess
forestry:bee_princess_ge:0, Fermented Princess
forestry:bee_princess_ge:0, Bovine Princess
forestry:bee_princess_ge:0, Caffeinated Princess
forestry:bee_princess_ge:0, Damp Princess
forestry:bee_princess_ge:0, Sodden Princess
forestry:bee_princess_ge:0, Fungal Princess
forestry:bee_princess_ge:0, Marble Princess
forestry:bee_princess_ge:0, Roman Princess
forestry:bee_princess_ge:0, Greek Princess
forestry:bee_princess_ge:0, Classical Princess
forestry:bee_princess_ge:0, Embittered Princess
forestry:bee_princess_ge:0, Furious Princess
forestry:bee_princess_ge:0, Volcanic Princess
forestry:bee_princess_ge:0, Glowering Princess
forestry:bee_princess_ge:0, Malicious Princess
forestry:bee_princess_ge:0, Infectious Princess
forestry:bee_princess_ge:0, Virulent Princess
forestry:bee_princess_ge:0, Viscous Princess
forestry:bee_princess_ge:0, Glutinous Princess
forestry:bee_princess_ge:0, Sticky Princess
forestry:bee_princess_ge:0, Corrosive Princess
forestry:bee_princess_ge:0, Caustic Princess
forestry:bee_princess_ge:0, Acidic Princess
forestry:bee_princess_ge:0, Excited Princess
forestry:bee_princess_ge:0, Energetic Princess
forestry:bee_princess_ge:0, Ecstatic Princess
forestry:bee_princess_ge:0, Frigid Princess
forestry:bee_princess_ge:0, Absolute Princess
forestry:bee_princess_ge:0, Shadowed Princess
forestry:bee_princess_ge:0, Darkened Princess
forestry:bee_princess_ge:0, Abyssal Princess
forestry:bee_princess_ge:0, Maroon Princess
forestry:bee_princess_ge:0, Saffron Princess
forestry:bee_princess_ge:0, Prussian Princess
forestry:bee_princess_ge:0, Natural Princess
forestry:bee_princess_ge:0, Ebony Princess
forestry:bee_princess_ge:0, Bleached Princess
forestry:bee_princess_ge:0, Sepia Princess
forestry:bee_princess_ge:0, Amber Princess
forestry:bee_princess_ge:0, Turquoise Princess
forestry:bee_princess_ge:0, Indigo Princess
forestry:bee_princess_ge:0, Slate Princess
forestry:bee_princess_ge:0, Azure Princess
forestry:bee_princess_ge:0, Lavender Princess
forestry:bee_princess_ge:0, Lime Princess
forestry:bee_princess_ge:0, Fuchsia Princess
forestry:bee_princess_ge:0, Ashen Princess
forestry:bee_princess_ge:0, Celebratory Princess
forestry:bee_princess_ge:0, Jaded Princess
forestry:bee_princess_ge:0, Hazardous Princess
forestry:bee_princess_ge:0, Quantum Princess
forestry:bee_princess_ge:0, Abnormal Princess
forestry:bee_princess_ge:0, Spatial Princess
forestry:bee_princess_ge:0, Mystical Princess
forestry:bee_larvae_ge:0, Forest Larvae
forestry:bee_larvae_ge:0, Meadows Larvae
forestry:bee_larvae_ge:0, Common Larvae
forestry:bee_larvae_ge:0, Cultivated Larvae
forestry:bee_larvae_ge:0, Noble Larvae
forestry:bee_larvae_ge:0, Majestic Larvae
forestry:bee_larvae_ge:0, Imperial Larvae
forestry:bee_larvae_ge:0, Diligent Larvae
forestry:bee_larvae_ge:0, Unweary Larvae
forestry:bee_larvae_ge:0, Industrious Larvae
forestry:bee_larvae_ge:0, Steadfast Larvae
forestry:bee_larvae_ge:0, Valiant Larvae
forestry:bee_larvae_ge:0, Heroic Larvae
forestry:bee_larvae_ge:0, Sinister Larvae
forestry:bee_larvae_ge:0, Fiendish Larvae
forestry:bee_larvae_ge:0, Demonic Larvae
forestry:bee_larvae_ge:0, Modest Larvae
forestry:bee_larvae_ge:0, Frugal Larvae
forestry:bee_larvae_ge:0, Austere Larvae
forestry:bee_larvae_ge:0, Tropical Larvae
forestry:bee_larvae_ge:0, Exotic Larvae
forestry:bee_larvae_ge:0, Edenic Larvae
forestry:bee_larvae_ge:0, Ender Larvae
forestry:bee_larvae_ge:0, Spectral Larvae
forestry:bee_larvae_ge:0, Phantasmal Larvae
forestry:bee_larvae_ge:0, Wintry Larvae
forestry:bee_larvae_ge:0, Icy Larvae
forestry:bee_larvae_ge:0, Glacial Larvae
forestry:bee_larvae_ge:0, Vindictive Larvae
forestry:bee_larvae_ge:0, Vengeful Larvae
forestry:bee_larvae_ge:0, Avenging Larvae
forestry:bee_larvae_ge:0, Rural Larvae
forestry:bee_larvae_ge:0, Farmerly Larvae
forestry:bee_larvae_ge:0, Agrarian Larvae
forestry:bee_larvae_ge:0, Marshy Larvae
forestry:bee_larvae_ge:0, Miry Larvae
forestry:bee_larvae_ge:0, Boggy Larvae
forestry:bee_larvae_ge:0, Monastic Larvae
forestry:bee_larvae_ge:0, Secluded Larvae
forestry:bee_larvae_ge:0, Hermitic Larvae
forestry:bee_larvae_ge:0, Arid Larvae
forestry:bee_larvae_ge:0, Barren Larvae
forestry:bee_larvae_ge:0, Desolate Larvae
forestry:bee_larvae_ge:0, Decomposing Larvae
forestry:bee_larvae_ge:0, Gnawing Larvae
forestry:bee_larvae_ge:0, Decaying Larvae
forestry:bee_larvae_ge:0, Skeletal Larvae
forestry:bee_larvae_ge:0, Creepy Larvae
forestry:bee_larvae_ge:0, Rocky Larvae
forestry:bee_larvae_ge:0, Tolerant Larvae
forestry:bee_larvae_ge:0, Robust Larvae
forestry:bee_larvae_ge:0, Resilient Larvae
forestry:bee_larvae_ge:0, Corroded Larvae
forestry:bee_larvae_ge:0, Tarnished Larvae
forestry:bee_larvae_ge:0, Rusty Larvae
forestry:bee_larvae_ge:0, Leaden Larvae
forestry:bee_larvae_ge:0, Galvanized Larvae
forestry:bee_larvae_ge:0, Impregnable Larvae
forestry:bee_larvae_ge:0, Invincible Larvae
forestry:bee_larvae_ge:0, Lustered Larvae
forestry:bee_larvae_ge:0, Glittering Larvae
forestry:bee_larvae_ge:0, Shining Larvae
forestry:bee_larvae_ge:0, Valuable Larvae
forestry:bee_larvae_ge:0, Lapis Larvae
forestry:bee_larvae_ge:0, Sodalite Larvae
forestry:bee_larvae_ge:0, Pyrite Larvae
forestry:bee_larvae_ge:0, Bauxite Larvae
forestry:bee_larvae_ge:0, Cinnabar Larvae
forestry:bee_larvae_ge:0, Sphalerite Larvae
forestry:bee_larvae_ge:0, Emerald Larvae
forestry:bee_larvae_ge:0, Ruby Larvae
forestry:bee_larvae_ge:0, Sapphire Larvae
forestry:bee_larvae_ge:0, Diamond Larvae
forestry:bee_larvae_ge:0, Unstable Larvae
forestry:bee_larvae_ge:0, Nuclear Larvae
forestry:bee_larvae_ge:0, Radioactive Larvae
forestry:bee_larvae_ge:0, Yellorium Larvae
forestry:bee_larvae_ge:0, Cyanite Larvae
forestry:bee_larvae_ge:0, Blutonium Larvae
forestry:bee_larvae_ge:0, Ancient Larvae
forestry:bee_larvae_ge:0, Primeval Larvae
forestry:bee_larvae_ge:0, Prehistoric Larvae
forestry:bee_larvae_ge:0, Relic Larvae
forestry:bee_larvae_ge:0, Fossilised Larvae
forestry:bee_larvae_ge:0, Resinous Larvae
forestry:bee_larvae_ge:0, Oily Larvae
forestry:bee_larvae_ge:0, Distilled Larvae
forestry:bee_larvae_ge:0, Refined Larvae
forestry:bee_larvae_ge:0, Tarry Larvae
forestry:bee_larvae_ge:0, Elastic Larvae
forestry:bee_larvae_ge:0, Water Larvae
forestry:bee_larvae_ge:0, River Larvae
forestry:bee_larvae_ge:0, Ocean Larvae
forestry:bee_larvae_ge:0, Stained Larvae
forestry:bee_larvae_ge:0, Growing Larvae
forestry:bee_larvae_ge:0, Farmed Larvae
forestry:bee_larvae_ge:0, Thriving Larvae
forestry:bee_larvae_ge:0, Blooming Larvae
forestry:bee_larvae_ge:0, Sweetened Larvae
forestry:bee_larvae_ge:0, Sugary Larvae
forestry:bee_larvae_ge:0, Ripening Larvae
forestry:bee_larvae_ge:0, Fruity Larvae
forestry:bee_larvae_ge:0, Fermented Larvae
forestry:bee_larvae_ge:0, Bovine Larvae
forestry:bee_larvae_ge:0, Caffeinated Larvae
forestry:bee_larvae_ge:0, Damp Larvae
forestry:bee_larvae_ge:0, Sodden Larvae
forestry:bee_larvae_ge:0, Fungal Larvae
forestry:bee_larvae_ge:0, Marble Larvae
forestry:bee_larvae_ge:0, Roman Larvae
forestry:bee_larvae_ge:0, Greek Larvae
forestry:bee_larvae_ge:0, Classical Larvae
forestry:bee_larvae_ge:0, Embittered Larvae
forestry:bee_larvae_ge:0, Furious Larvae
forestry:bee_larvae_ge:0, Volcanic Larvae
forestry:bee_larvae_ge:0, Glowering Larvae
forestry:bee_larvae_ge:0, Malicious Larvae
forestry:bee_larvae_ge:0, Infectious Larvae
forestry:bee_larvae_ge:0, Virulent Larvae
forestry:bee_larvae_ge:0, Viscous Larvae
forestry:bee_larvae_ge:0, Glutinous Larvae
forestry:bee_larvae_ge:0, Sticky Larvae
forestry:bee_larvae_ge:0, Corrosive Larvae
forestry:bee_larvae_ge:0, Caustic Larvae
forestry:bee_larvae_ge:0, Acidic Larvae
forestry:bee_larvae_ge:0, Excited Larvae
forestry:bee_larvae_ge:0, Energetic Larvae
forestry:bee_larvae_ge:0, Ecstatic Larvae
forestry:bee_larvae_ge:0, Frigid Larvae
forestry:bee_larvae_ge:0, Absolute Larvae
forestry:bee_larvae_ge:0, Shadowed Larvae
forestry:bee_larvae_ge:0, Darkened Larvae
forestry:bee_larvae_ge:0, Abyssal Larvae
forestry:bee_larvae_ge:0, Maroon Larvae
forestry:bee_larvae_ge:0, Saffron Larvae
forestry:bee_larvae_ge:0, Prussian Larvae
forestry:bee_larvae_ge:0, Natural Larvae
forestry:bee_larvae_ge:0, Ebony Larvae
forestry:bee_larvae_ge:0, Bleached Larvae
forestry:bee_larvae_ge:0, Sepia Larvae
forestry:bee_larvae_ge:0, Amber Larvae
forestry:bee_larvae_ge:0, Turquoise Larvae
forestry:bee_larvae_ge:0, Indigo Larvae
forestry:bee_larvae_ge:0, Slate Larvae
forestry:bee_larvae_ge:0, Azure Larvae
forestry:bee_larvae_ge:0, Lavender Larvae
forestry:bee_larvae_ge:0, Lime Larvae
forestry:bee_larvae_ge:0, Fuchsia Larvae
forestry:bee_larvae_ge:0, Ashen Larvae
forestry:bee_larvae_ge:0, Celebratory Larvae
forestry:bee_larvae_ge:0, Jaded Larvae
forestry:bee_larvae_ge:0, Hazardous Larvae
forestry:bee_larvae_ge:0, Quantum Larvae
forestry:bee_larvae_ge:0, Abnormal Larvae
forestry:bee_larvae_ge:0, Spatial Larvae
forestry:bee_larvae_ge:0, Mystical Larvae
forestry:habitat_locator, Habitat Locator
forestry:imprinter, Imprinter
forestry:cart.beehouse:0, Minecart with Bee House
forestry:cart.beehouse:1, Minecart with Apiary
forestry:frame_untreated, Untreated Frame
forestry:frame_impregnated, Impregnated Frame
forestry:frame_proven, Proven Frame
forestry:honey_drop:0, Honey Drop
forestry:pollen:0, Pollen Cluster
forestry:pollen:1, Crystalline Pollen Cluster
forestry:propolis:0, Propolis
forestry:propolis:1, Sticky Propolis
forestry:propolis:3, Silky Propolis
forestry:honeydew, Honeydew
forestry:royal_jelly, Royal Jelly
forestry:wax_cast, Wax Cast
forestry:bee_combs:0, Honey Comb
forestry:bee_combs:2, Simmering Comb
forestry:bee_combs:3, Stringy Comb
